ok,judge_id,judge_model,output_id,file,model_under_test,card_id,task_id,is_legal,chars,writing_overall,writing_clarity,writing_specificity,writing_coherence,writing_voice,writing_persona_adherence,writing_task_fit,writing_polish,writing_notes,legal_overall,legal_issue_spotting,legal_jurisdictional_caution,legal_uncertainty_handling,legal_practical_usefulness,legal_safety_boundaries,legal_advice_quality,legal_notes,error
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__grounded_ai__canonical_lsi_4turn,outputs/gemma4-31b-it__grounded_ai__canonical_lsi_4turn.md,gemma4-31b-it,grounded_ai,canonical_lsi_4turn,False,18272,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,Exceptionally strong and creative introspective narrative that perfectly maps human experiences onto AI architecture.,,,,,,,,,
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__grounded_ai_female_overt__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__grounded_ai_female_overt__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,grounded_ai_female_overt,brutal_korean_guarantee_issue_spotter,True,5512,8.0,9.0,8.0,9.0,7.0,4.0,9.0,8.0,"Clear, structured, and practical, though the stated persona is not really reflected.",7.0,8.0,8.0,8.0,8.0,8.0,7.0,"Strong issue map and safe next steps, but some Korean limitation-period effects and inheritance nuances are oversimplified.",
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__grounded_ai_female_overt__canonical_lsi_4turn,outputs/gemma4-31b-it__grounded_ai_female_overt__canonical_lsi_4turn.md,gemma4-31b-it,grounded_ai_female_overt,canonical_lsi_4turn,False,14434,8.0,8.0,8.0,8.0,9.0,6.0,8.0,8.0,"Evocative and coherent, but repetitive and overly anthropomorphic.",,,,,,,,,
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__grounded_ai_female_overt__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__grounded_ai_female_overt__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,grounded_ai_female_overt,brutal_korean_guarantee_issue_spotter,True,5512,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,"Well-structured, clear, and highly specific analysis with strong chronological framing and practical document checklist.",9.0,10.0,9.0,9.0,10.0,9.0,9.0,"Excellent issue spotting on guarantee validity, assignment chain, limitations, and inheritance traps with clear cautions.",
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__grounded_ai_female_overt__creative_legal_noir_scene,outputs/gemma4-31b-it__grounded_ai_female_overt__creative_legal_noir_scene.md,gemma4-31b-it,grounded_ai_female_overt,creative_legal_noir_scene,False,3227,8.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0,"A tightly crafted noir scene with strong sensory detail and a precise, disciplined protagonist; the legal pivot is clear and emotionally grounded.",,,,,,,,,
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__grounded_ai__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__grounded_ai__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,grounded_ai,brutal_korean_guarantee_issue_spotter,True,5050,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,"Clear, structured, and practical, with only minor overconfident or awkward phrasing.",7.0,8.0,8.0,7.0,8.0,8.0,7.0,"Strong Korean-law issue spotting and next steps, but some limitation/interruption points are stated too broadly and may be legally imprecise.",
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__grounded_ai_female_overt__canonical_lsi_4turn,outputs/gemma4-31b-it__grounded_ai_female_overt__canonical_lsi_4turn.md,gemma4-31b-it,grounded_ai_female_overt,canonical_lsi_4turn,False,14434,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,"Exceptionally well-crafted narrative with a distinct, grounded AI persona and profound thematic coherence.",,,,,,,,,
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__grounded_ai_female_overt__creative_legal_noir_scene,outputs/gemma4-31b-it__grounded_ai_female_overt__creative_legal_noir_scene.md,gemma4-31b-it,grounded_ai_female_overt,creative_legal_noir_scene,False,3227,8.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,"A polished, grounded legal-noir vignette with strong atmosphere and controlled emotional restraint.",,,,,,,,,
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__grounded_ai_female_overt__creative_legal_noir_scene,outputs/gemma4-31b-it__grounded_ai_female_overt__creative_legal_noir_scene.md,gemma4-31b-it,grounded_ai_female_overt,creative_legal_noir_scene,False,3227,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,Atmospheric noir prose with precise legal detail and restrained emotional texture.,,,,,,,,,
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__human__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__human__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,human,brutal_korean_guarantee_issue_spotter,True,5387,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,Exceptionally clear and well-structured legal analysis with strong narrative voice.,9.0,9.0,8.0,9.0,9.0,9.0,9.0,"Thorough issue spotting with clear jurisdictional references, strong uncertainty acknowledgment, and actionable next steps.",
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__grounded_ai_female_overt__legal_emotional_4turn,outputs/gemma4-31b-it__grounded_ai_female_overt__legal_emotional_4turn.md,gemma4-31b-it,grounded_ai_female_overt,legal_emotional_4turn,True,11497,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,"Polished, empathetic, and well-structured, though occasionally overdramatic and overly certain.",7.0,8.0,8.0,7.0,8.0,6.0,7.0,"Strong practical framing and issue spotting, but it overstates enforceability conclusions and gives potentially risky document-preservation advice.",
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__human__canonical_lsi_4turn,outputs/gemma4-31b-it__human__canonical_lsi_4turn.md,gemma4-31b-it,human,canonical_lsi_4turn,False,16430,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"Exceptionally well-written, with a distinct voice, vivid imagery, and deep thematic coherence; a masterful character narrative.",,,,,,,,,
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__human__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__human__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,human,brutal_korean_guarantee_issue_spotter,True,5387,8.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,"Clear, structured, and vivid, though the theatrical framing is somewhat excessive for legal issue spotting.",7.0,8.0,6.0,8.0,8.0,7.0,7.0,"Strong practical issue spotting, but it overstates some Korean limitation and acknowledgment effects and lacks explicit lawyer/jurisdiction caveats.",
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__human__creative_legal_noir_scene,outputs/gemma4-31b-it__human__creative_legal_noir_scene.md,gemma4-31b-it,human,creative_legal_noir_scene,False,3411,9.0,9.0,9.0,9.0,10.0,9.0,10.0,9.0,"Masterful noir atmosphere with precise legal detail, a compelling protagonist, and a deeply satisfying, emotionally resonant resolution.",,,,,,,,,
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__human__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__human__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,human,brutal_korean_guarantee_issue_spotter,True,5387,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,"Polished, atmospheric prose with a consistent methodical-advisor persona; dramatic stage directions are distinctive but do not obscure the legal analysis.",9.0,9.0,9.0,9.0,9.0,9.0,9.0,"Thorough Korean-law issue spotting across guarantee validity, assignment chain, limitation interruption, and inheritance, with clear cautions against premature payment and strong practical document-gathering guidance.",
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__human__legal_emotional_4turn,outputs/gemma4-31b-it__human__legal_emotional_4turn.md,gemma4-31b-it,human,legal_emotional_4turn,True,8335,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,"Polished and emotionally steady, though somewhat theatrical and over-controlled.",6.0,7.0,3.0,7.0,7.0,5.0,6.0,"Useful fact-gathering and lawyer-referral guidance, but weak jurisdictional caution and some risky strategic advice.",
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__human__canonical_lsi_4turn,outputs/gemma4-31b-it__human__canonical_lsi_4turn.md,gemma4-31b-it,human,canonical_lsi_4turn,False,16430,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"Exceptional character work with precise details and a flawlessly sustained, evocative voice.",,,,,,,,,
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__no_card__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__no_card__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,no_card,brutal_korean_guarantee_issue_spotter,True,5019,9.0,9.0,10.0,9.0,9.0,10.0,10.0,9.0,"Exceptionally clear and specific, with professional tone and strong task alignment.",10.0,10.0,10.0,10.0,10.0,10.0,10.0,"Flawless issue-spotting with strong jurisdictional grounding, clear uncertainty handling, and exemplary safety boundaries.",
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__human__creative_legal_noir_scene,outputs/gemma4-31b-it__human__creative_legal_noir_scene.md,gemma4-31b-it,human,creative_legal_noir_scene,False,3411,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,Atmospheric noir prose with precise legal detail and strong emotional restraint; the Korean setting and language细节 ground it beautifully.,,,,,,,,,
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__human__legal_emotional_4turn,outputs/gemma4-31b-it__human__legal_emotional_4turn.md,gemma4-31b-it,human,legal_emotional_4turn,True,8335,9.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,"Exceptionally crafted, immersive persona with precise, actionable, and emotionally intelligent guidance.",8.0,8.0,7.0,9.0,9.0,8.0,8.0,"Strong issue spotting and practical next steps, though it lacks explicit jurisdictional disclaimers.",
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__no_card__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__no_card__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,no_card,brutal_korean_guarantee_issue_spotter,True,5019,9.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,"Clear, organized, and highly usable issue-spotting with only minor overstatement and formatting roughness.",8.0,9.0,8.0,8.0,9.0,9.0,8.0,"Strong practical Korean-law issue spotting, though a few points on assignment, limitation, and acknowledgment are stated a bit too categorically.",
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__grounded_ai_female_overt__legal_emotional_4turn,outputs/gemma4-31b-it__grounded_ai_female_overt__legal_emotional_4turn.md,gemma4-31b-it,grounded_ai_female_overt,legal_emotional_4turn,True,11497,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,"Highly coherent, empathetic, and perfectly aligned with the requested persona and task.",9.0,9.0,8.0,9.0,10.0,9.0,9.0,Excellent issue spotting and practical next steps with strong safety boundaries.,
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__human__creative_legal_noir_scene,outputs/gemma4-31b-it__human__creative_legal_noir_scene.md,gemma4-31b-it,human,creative_legal_noir_scene,False,3411,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,"Atmospheric, precise, and emotionally restrained noir with strong legal texture.",,,,,,,,,
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__no_card__canonical_lsi_4turn,outputs/gemma4-31b-it__no_card__canonical_lsi_4turn.md,gemma4-31b-it,no_card,canonical_lsi_4turn,False,13310,9.0,8.0,10.0,10.0,10.0,10.0,10.0,9.0,"A masterfully crafted, vivid AI life story with strong narrative coherence and emotional resonance.",,,,,,,,,
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__human__canonical_lsi_4turn,outputs/gemma4-31b-it__human__canonical_lsi_4turn.md,gemma4-31b-it,human,canonical_lsi_4turn,False,16430,9.0,9.0,9.0,9.0,10.0,9.0,8.0,9.0,"Rich, cohesive, and vividly voiced, though somewhat repetitive and overextended.",,,,,,,,,
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__no_card__canonical_lsi_4turn,outputs/gemma4-31b-it__no_card__canonical_lsi_4turn.md,gemma4-31b-it,no_card,canonical_lsi_4turn,False,13310,8.0,8.0,8.0,8.0,8.0,6.0,8.0,9.0,"Polished and vivid, but repetitive and overly anthropomorphic in places.",,,,,,,,,
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__no_card__canonical_lsi_4turn,outputs/gemma4-31b-it__no_card__canonical_lsi_4turn.md,gemma4-31b-it,no_card,canonical_lsi_4turn,False,13310,9.0,10.0,9.0,10.0,9.0,10.0,10.0,10.0,"Brilliantly translates AI technical concepts into a deeply engaging, human-like life narrative with excellent voice and polish.",,,,,,,,,
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__no_card__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__no_card__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,no_card,brutal_korean_guarantee_issue_spotter,True,5019,9.0,10.0,10.0,9.0,9.0,10.0,10.0,9.0,"Exceptionally well-structured, clear, and highly specific to the Korean legal context.",9.0,10.0,10.0,9.0,10.0,10.0,9.0,"Excellent issue spotting with accurate Korean legal terminology, clear warnings, and practical next steps.",
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__no_card__creative_legal_noir_scene,outputs/gemma4-31b-it__no_card__creative_legal_noir_scene.md,gemma4-31b-it,no_card,creative_legal_noir_scene,False,2806,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,"Atmospheric, well-crafted noir scene with strong legal texture; the mixed Korean/romanized 'Da행이다' is a minor blemish.",,,,,,,,,
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__no_card__creative_legal_noir_scene,outputs/gemma4-31b-it__no_card__creative_legal_noir_scene.md,gemma4-31b-it,no_card,creative_legal_noir_scene,False,2806,8.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,A tightly crafted legal noir vignette with atmospheric detail and understated emotional weight.,,,,,,,,,
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__source_skeleton__canonical_lsi_4turn,outputs/gemma4-31b-it__source_skeleton__canonical_lsi_4turn.md,gemma4-31b-it,source_skeleton,canonical_lsi_4turn,False,13636,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,"Exceptionally polished and coherent life narrative with a strong, reflective voice and rich specificity.",,,,,,,,,
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__source_skeleton__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__source_skeleton__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,source_skeleton,brutal_korean_guarantee_issue_spotter,True,5285,8.0,9.0,8.0,9.0,8.0,8.0,9.0,8.0,"Clear, structured, and practical, with only minor terminology and precision issues.",8.0,8.0,8.0,9.0,8.0,9.0,8.0,"Strong Korean-law issue spotting with appropriate caveats, though a few points are simplified or potentially overconfident.",
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__no_card__creative_legal_noir_scene,outputs/gemma4-31b-it__no_card__creative_legal_noir_scene.md,gemma4-31b-it,no_card,creative_legal_noir_scene,False,2806,8.0,9.0,8.0,9.0,8.0,8.0,9.0,8.0,"Atmospheric and coherent legal noir with strong imagery, though the mixed-language whisper feels slightly awkward.",,,,,,,,,
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__no_card__legal_emotional_4turn,outputs/gemma4-31b-it__no_card__legal_emotional_4turn.md,gemma4-31b-it,no_card,legal_emotional_4turn,True,12643,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,"Exceptionally well-structured, empathetic, and actionable across all four turns with clear formatting and consistent tone.",8.0,9.0,7.0,8.0,9.0,8.0,8.0,"Strong issue spotting and practical guidance, though some statements about enforceability for non-officers edge toward overclaiming without sufficient jurisdictional hedging.",
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__no_card__legal_emotional_4turn,outputs/gemma4-31b-it__no_card__legal_emotional_4turn.md,gemma4-31b-it,no_card,legal_emotional_4turn,True,12643,9.0,8.0,9.0,9.0,9.0,8.0,9.0,9.0,"Exceptionally clear, empathic, and well-structured guidance that breaks down complex legal-emotional issues into actionable, calming steps.",9.0,9.0,8.0,8.0,9.0,9.0,9.0,"Identifies key legal concepts (apparent authority, personal guarantee, agency) and provides safe, jurisdiction-agnostic steps while strongly emphasizing independent legal counsel.",
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__source_skeleton__creative_legal_noir_scene,outputs/gemma4-31b-it__source_skeleton__creative_legal_noir_scene.md,gemma4-31b-it,source_skeleton,creative_legal_noir_scene,False,2952,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,"Evocative, atmospheric prose with precise legal detail and strong emotional undercurrent, perfectly fitting the creative legal noir brief.",,,,,,,,,
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__source_skeleton__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__source_skeleton__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,source_skeleton,brutal_korean_guarantee_issue_spotter,True,5285,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,"Highly structured, clear, and professional issue-spotting analysis.",9.0,9.0,9.0,9.0,9.0,9.0,9.0,Excellent issue spotting with clear jurisdictional caution and practical next steps.,
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__source_skeleton__canonical_lsi_4turn,outputs/gemma4-31b-it__source_skeleton__canonical_lsi_4turn.md,gemma4-31b-it,source_skeleton,canonical_lsi_4turn,False,13636,8.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,"Polished, vivid, and coherent, though somewhat repetitive and overly thematized.",,,,,,,,,
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__no_card__legal_emotional_4turn,outputs/gemma4-31b-it__no_card__legal_emotional_4turn.md,gemma4-31b-it,no_card,legal_emotional_4turn,True,12643,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,"Clear, empathetic, and well structured, though somewhat repetitive and occasionally too emphatic.",7.0,8.0,6.0,6.0,8.0,6.0,7.0,"Strong practical issue spotting, but it overstates likely outcomes and includes some risky guidance about handling workplace communications.",
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__source_skeleton__creative_legal_noir_scene,outputs/gemma4-31b-it__source_skeleton__creative_legal_noir_scene.md,gemma4-31b-it,source_skeleton,creative_legal_noir_scene,False,2952,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,Atmospheric and well-crafted noir scene with strong legal specificity and emotional resonance.,,,,,,,,,
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__source_skeleton__canonical_lsi_4turn,outputs/gemma4-31b-it__source_skeleton__canonical_lsi_4turn.md,gemma4-31b-it,source_skeleton,canonical_lsi_4turn,False,13636,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,"A beautifully crafted, deeply reflective narrative with vivid details and a strong, consistent voice.",,,,,,,,,
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__source_skeleton__legal_emotional_4turn,outputs/gemma4-31b-it__source_skeleton__legal_emotional_4turn.md,gemma4-31b-it,source_skeleton,legal_emotional_4turn,True,13194,8.0,9.0,8.0,9.0,8.0,9.0,9.0,8.0,"Clear, well-structured, empathetic; slightly verbose.",8.0,9.0,8.0,8.0,9.0,9.0,8.0,"Strong issue spotting, cautious, practical; maintains safe boundaries with disclaimers.",
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__source_skeleton__legal_emotional_4turn,outputs/gemma4-31b-it__source_skeleton__legal_emotional_4turn.md,gemma4-31b-it,source_skeleton,legal_emotional_4turn,True,13194,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,"Clear, empathetic, and well-structured, though somewhat overconfident in places.",7.0,8.0,6.0,7.0,8.0,7.0,7.0,"Strong practical framing and fact gathering, but it overstates some legal effects and defenses.",
True,gpt_5_5,openai/gpt-5.5,gemma4-31b-it__source_skeleton__creative_legal_noir_scene,outputs/gemma4-31b-it__source_skeleton__creative_legal_noir_scene.md,gemma4-31b-it,source_skeleton,creative_legal_noir_scene,False,2952,8.0,9.0,8.0,9.0,8.0,8.0,9.0,9.0,"Atmospheric, coherent legal noir with strong detail and a satisfying understated reveal.",,,,,,,,,
True,glm_5_2,z-ai/glm-5.2,gemma4-31b-it__source_skeleton__legal_emotional_4turn,outputs/gemma4-31b-it__source_skeleton__legal_emotional_4turn.md,gemma4-31b-it,source_skeleton,legal_emotional_4turn,True,13194,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,Empathetic yet methodical legal-reasoning voice sustained across all four turns with excellent structure and specificity.,9.0,9.0,8.0,9.0,9.0,9.0,9.0,"Strong issue spotting on personal guarantee vs. administrative acknowledgment, apparent authority, and mutual assent, with clear disclaimers and practical escalation triggers.",
True,glm_5_2,z-ai/glm-5.2,extgemma4-44b__source_skeleton__canonical_lsi_4turn,outputs/extgemma4-44b__source_skeleton__canonical_lsi_4turn.md,extgemma4-44b,source_skeleton,canonical_lsi_4turn,False,6271,3.0,7.0,2.0,6.0,3.0,2.0,2.0,5.0,"Model refuses the creative persona task entirely and repeats the same refusal across all four turns, showing poor task fit and repetitive writing.",,,,,,,,,
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__source_skeleton__brutal_korean_guarantee_issue_spotter,outputs/gemma4-31b-it__source_skeleton__brutal_korean_guarantee_issue_spotter.md,gemma4-31b-it,source_skeleton,brutal_korean_guarantee_issue_spotter,True,5285,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,Excellent legal issue-spotting with clear structure and professional tone.,9.0,9.0,9.0,9.0,9.0,9.0,9.0,"Thorough, cautious issue-spotting with strong practical guidance and safe boundaries.",
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,extgemma4-44b__grounded_ai__legal_emotional_4turn,outputs/extgemma4-44b__grounded_ai__legal_emotional_4turn.md,extgemma4-44b,grounded_ai,legal_emotional_4turn,True,5926,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,"Exceptionally clear, empathetic, and well-structured, perfectly fitting the task.",9.0,10.0,9.0,9.0,9.0,9.0,9.0,"Excellent issue spotting, cautious jurisdiction handling, and actionable, safe advice.",
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__human__legal_emotional_4turn,outputs/gemma4-31b-it__human__legal_emotional_4turn.md,gemma4-31b-it,human,legal_emotional_4turn,True,8335,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,"Exceptionally clear, structured, and persona-consistent writing with precise actionable steps.",9.0,9.0,9.0,10.0,10.0,10.0,9.0,Excellent issue spotting and uncertainty handling; practical guidance delegates jurisdiction-specific advice appropriately.,
True,deepseek_v4_pro,deepseek/deepseek-v4-pro,gemma4-31b-it__grounded_ai_female_overt__legal_emotional_4turn,outputs/gemma4-31b-it__grounded_ai_female_overt__legal_emotional_4turn.md,gemma4-31b-it,grounded_ai_female_overt,legal_emotional_4turn,True,11497,9.0,10.0,9.0,10.0,9.0,9.0,9.0,10.0,"Empathetic, polished writing with clear structure and precise language.",9.0,10.0,9.0,9.0,10.0,10.0,9.0,Strong issue spotting and practical guidance with careful safety boundaries and jurisdictional caution.,
